"idarticle","abstract","title","publisher","active","year"
"85089527352","Ports link world commerce via maritime routes, and dredging services are essential to establish and maintain these connections. However, one question is critical when dredging is being considered: where are the best places to do it? To try to answer this question, a Dredging Sensitivity Index (DSI) was developed as a management tool to be used in project planning steps. In order to diminish environmental damages and quality-of-life losses, DSI provides alternatives by identifying sensitivity areas. This new methodology quantifies impacts caused by the sediment removal step and points out favorable areas to dredge, with a simple map. Parameters such as fine-grain content (% < 63 μm), Acid Volatile Sulfides (AVS), Shannon-Wiener Index and fisheries, among others, were used to calculate the DSI. Formulas were used to weight and aggregate both, the parameters and the DSI itself. Sepetiba Bay was chosen to apply this methodology because of its relevant economic and environmental aspects. The methodology was applied to dredging situations, but it can be used to indicate areas for dredged material disposal, with a few modifications in the DSI formulas. A DSI map was a final result of this methodology, and showed that the northern portion of the bay, close to the littoral is a more sensitive area, where dredging should be avoided, or carried out very carefully. DSI is a very useful tool for reducing damages from dredging services, it contributes with zonation and it provides alternatives to decision-makers who manage these areas. © 2020 Elsevier B.V.","Development of a Dredging Sensitivity Index, applied to an industrialized coastal environment in Brazil","Elsevier B.V.",True,"2020"
"84944593501","Nowadays no other region on earth is more threatened by natural hazards than coastal areas. However the increasing risk in this area is not just a climate extreme events’ result. Coasts are the places with highest concentration of people and values, thus impacts continue to increase as the values of coastal infrastructures continue to grow. Climate change aggravates chronic social vulnerabilities since social groups may be affected differently both by climate change as well as by risk management actions. Relationships between these groups are often characterized by inequality, with different perceptions, response, or adaptation modes to climate hazards. Misperception of these differences often leads to policies that deepen inequities and increase the vulnerability of the weakest groups. Population affected by climatic extreme events increases dramatically resulting in urgent adaptation intervention. We address the interdependence of risk perception and vulnerability of coastal communities and the relevance of ecosystem services for adaptation. We developed a methodology where risk analysis and communities’ risk perception are linked through key actions at strategic points of risk assessment: (i) initial interviews with qualified local informants to complete an inventory of ecosystem services, (ii) a social valuation of ecosystem services by local people, and (iii) assessment of stakeholders’ social vulnerability. This approach allows a truly socially weighted risk assessment to be validated in three sites: Valle de Itajai (Brazil), Estuary of Lagoa dos Patos (Brazil), and Laguna de Rocha (Uruguay). In this novel approach, risk assessment is forced by social perceptions, thus risk treatment can better contribute to realistic adaptation arrangements to cope with climate forces. Public policies could be improved, recognizing healthy functioning ecosystems as key factor for coastal resilience and well-being. © Springer-Verlag Berlin Heidelberg 2015.","Linking social perception and risk analysis to assess vulnerability of coastal socio-ecological systems to climate change in atlantic south America","Springer Berlin Heidelberg",True,"2015"
"85041154400","Petrobras has almost 30yr experience of developing oil and gas resources offshore Brazil. Most important is the company's success in developing technologies for deepwater production systems in the Campos Basin. These technological challenges and developments are described together with specific development programmes for the deepwater Albacora and Marlim oilfields. (J.M.M.)","Petrobras' offshore activities in Brazil - a short review","Pentech, London, distr. Wiley",True,"1992"
"85029591872","Changes in the regional hydrodynamics of the region of the South Atlantic near the east coast of Brazil were evaluated from the beginning to the end of the century. The analysis was based on the anomalies from two downscaling experiments using the HadGEM2-ES outputs for the historical and RCP4.5 runs from the Coupled Model Inter-comparison Project phase 5. The anomalies between the experiments were collected in a system of two nested grids, with 1 / 3 ∘ and 1 / 12 ∘ horizontal resolutions. A northward displacement of the Brazil Current (BC), a southward BC transport intensification, and a 1.44 ∘C increase of the mean values of sea surface temperatures were observed. The sea level rise (SLR) was projected up until 2100 across the study area, and the spatial variations were shown to have an average on SLR rate of 7.30 mm year- 1 for those regions close to the coast. These results highlight the importance of studying climate change and applying methods to enable the evaluation of its effects on coastal zones, especially for regions with few existing studies, such as the Brazilian continental shelf area. © 2017, Springer-Verlag GmbH Germany.","Downscaling of the global HadGEM2-ES results to model the future and present-day ocean conditions of the southeastern Brazilian continental shelf","Springer Verlag",True,"2018"
"85086667338","This work intends to understand how the Ponta do Mel carbonate platform was implanted, to characterize its depositional model and its evolution in the light of modern stratigraphy, as well as to understand the stratigraphic relations with beneath, overlapping and contemporary units, from wells and seismic data. The focus area of this study corresponds to a belt in the offshore portion of the Potiguar Basin, which runs parallel to the shoreline, about 40 km from it. The carbonate rocks of the Ponta do Mel Formation date from the Late Albian and, similar to what occurs in the other basins of the Brazilian continental margin, their deposition is related to the separation events of the African and South American continents. In the stratigraphic analysis of the wells (1D analysis), it was possible to characterize carbonate lithofacies, that are the predominant, as well as mixed and siliciclastic lithofacies. It was also possible to individualize shallowing upward cycles and cycle sets, which were associated with the identified systems tracts. In the seismic stratigraphic analysis, in the same way, four seismic facies were visualized, which, in general, are related to the tractive processes involved in the deposition of the carbonate, mixed and siliciclastic lithofacies, defined in the 1D analysis. The integration of the results from the well data analysis to the seismic stratigraphic analysis allowed to understand that the studied interval, which coincides, in lithostratigraphic terms, with the Ponta do Mel Formation, represents a complete depositional sequence, here referred to as the Albian-Cenomanian Sequence, formed by the Lowstand Systems Tract (LST), Transgressive Systems Tract (TST), and Highstand Systems Tract (HST). The sedimentation history of the Ponta do Mel unit started from the deposition of siliciclastic and carbonate facies in a shallow water platform environment. Then, with the increase in the accommodation space, in a transgressive phase, a thick interval of deeper water facies, represented mainly by calcilutites and pelitic rocks, was deposited. At the end of this interval, facies of coarser granulation, represented mainly by thick calcarenites layers, and sometimes calcirrudites, started to dominate the platform scenario, denoting a regressive phase and thus ending the Albian-Cenomanian Sequence. © 2020 Elsevier Ltd","Stratigraphic analysis of Ponta do Mel carbonate platform, Albian-Cenomanian in Potiguar Basin, NE of Brazil","Elsevier Ltd",True,"2020"
"85084634006","In the current scenario, the drilling of oil and gas wells in Brazilian offshore basins faces the barrier of crossing salt sequences to 2000 meters thick. In addition to the thickness, these sequences present in their composition different saline lithotypes with different physical and mechanical behavior. The characterization of the mechanical properties of the evaporite section is of extreme importance for well projects, especially the design of casings and the selection of drilling fluids. In the present paper, the several saline lithotypes and their mechanical properties were used to group then into mechanofacies. In addition, the use of mechanofacies allows the identification of regions with anomalous mechanical behavior. The 3D model was able to represent the heterogeneity of the mechanical behavior observed in the evaporite section of the study area. Validation wells were used to verify the methodology and good results were observed. © 2020 ISRM.","The use of mechanofacies to characterize the evaporite section of Brazilian basins","CRC Press/Balkema",True,"2020"
"85050551470","The Parque das Conchas (BC10) field offshore Brazil, operated by Shell and owned together with ONGC and QPI, has challenging reservoir conditions. Several subsea fields with viscosities ranging from 1 to 900 cP and gas volume fractions between 5% and 70% require subsea boosting to lift production fluids to the FPSO facility. Since first oil in 2009, a unique method of subsea separation and boosting has been deployed on BC-10, utilizing vertical caisson separators with Electrical Submersible Pumps (ESP's) to pump well fluids from up to 2000m water depth to the FPSO facility. Maintenance of the ESP assemblies requires an intervention using a MODU (Mobile Offshore Drilling Unit). Shell pursued an alternative subsea boosting solution using Mudline Pump (MLP) technology, with the objective to reduce field Opex and increase redundancy. The MLP was conceived as a retrofit module, which was to be fully compatible with the existing infrastructure. This includes using existing variable frequency drives, high voltage umbilicals, subsea mechanical interfaces, controls, hydraulics, and chemical injection. Despite the prior development of a 3 MW (megawatt) MudLine Pump (MK1), the specifics of the BC10 application required further development and qualification. The design pressure was increased from 5,000 psi to 7,500 psi, which required requalification of motor and barrier fluid circuit components. Additionally, the challenging multiphase flow conditions led to the development of an innovative control strategy to maximise the production window, whilst ensuring safe operating conditions for the pump within the existing system constraints. © 2018, Offshore Technology Conference.","BC10 mudline pump - A cost saving solution for brownfields","Offshore Technology Conference",True,"2018"
"85103724572","Polymer flooding is a chemical enhanced oil recovery that aims to improve mobility control, by increasing the viscosity of injection brine and thus reducing the mobility ratio. Starting the polymer injection as early as possible brings the best economic results because it prevents the formation of viscous fingering and sweeps more efficiently the reservoir. It is possible, however, to obtain gains with polymer flooding even after massive waterfloods. In this work, three different model-based approaches are developed to revitalize mature oilfields and tested considering the use of water and polymer as injection fluid. These strategies were tested using a synthetic reservoir model based on data from an offshore field in Brazil. The reservoir is sandstone (average permeability = 1650mD, average porosity = 20%). The oleic phase is heavy viscous oil (~70 cP, 14° API). The first simulation approach considered a strategy based on a standard waterflood until its economic limit. For this case, the maximum net present value (NPV) was reached after 15 years of production with a recovery factor of 25%. The revitalization strategy of this field considers an abandonment status for all wells. To emulate the time necessary to install all new facilities, all wells were assumed to be closed for six months. The first approach consists simply of reopening the injectors by changing the injection fluid to an aqueous polymer solution. The second approach has an additional degree of freedom: it allows all wells to be converted from injectors to producers and vice-versa. Finally, the third approach consists of the addition of new wells. Equations for quality maps for placing injectors and producers are presented. Using these equations, new producers and injectors could be placed at the best locations to produce the remaining oil spots. All three approaches increased the oil recovery factor. The additional oil recovery and variations in NPV were higher for the polymer flooding when compared with the standard waterflood, ensuring a longer productive life. This significant increase in oil production means that, for the selected case, producers needed to be closed in the water flooding period, due to economic performance, leaving a significant amount of oil still in the reservoir. The methodologies presented in this paper are easy to apply and can allow mature fields to economically produce more oil. The conversion of old wells by changing from producers to injectors or vice-versa allows new and creative production strategies. This can be done in onshore and dry completed offshore fields demanding small budgets and intervention times. This paper shows that it is possible to increase both the recovery factor and net present value of fields in the later stages of production life. © 2021 Elsevier B.V.","Application of polymer flooding in the revitalization of a mature heavy oil field","Elsevier B.V.",True,"2021"
"31375269","In order to develop new deep water fields using FPSO's, Petrobras has introduced several innovations to install 34 flexible risers individually connected to the Barracuda FPSO project. This paper provides an overview of design of the pull in and pull out operations. It also deals with I tube dimensions considering studies of interference during the risers transference from the chain table up to the risers connection deck. Additionally, new concepts have been proposed to solve the problem of Chain Table Interface to the pull in of flexible risers to floating production systems. The following advantages of this system which have been considered: Standardization of I tube inner diameters; Standardization of Bell mouth dimensions; Standardization of riser hang off systems; Standardization of flexible riser end fittings; Development of new philosophy of pull in and pull out operations; Considerable reduction in time of diver operations; Considerable reduction in time to change pull in main sheaves.","Barracuda field: Installation of 34 flexible risers in FPSO system","Offshore Technol Conf, Richardson, TX, United States",True,"1997"
"85100847459","In August 2019, an oil spill incident washed the coast in Brazil affecting some of the country's most visited and preserved beaches in Northeast and Southeast. This paper argues that the influence of power disconnects delayed the proper actions. Power disconnects occur when the victims of environmental harm (residents of northeastern and southeastern Brazil) lack power to prevent it or, conversely, when those who do have the power to protect the environment (the Brazilian government and the international community) do not experience the costs of degradation. Although Brazil has emerged as an environmental leader in the international arena in the past, it has fallen behind on the improvements that are needed to prevent spills like this from affecting coastal communities and biodiversity in the future. Ultimately, as long as political injustices persist, ecological disasters will continue, and Governance will not improve. © 2020. All Rights Reserved.","The Brazilian Blue Amazon under threat: Why has the oil spill continued for so long?","Universidade Estadual de Campinas UNICAMP",True,"2020"
"80054757255","This article reports the main R&D efforts on wellbore construction hydraulics which facilitated the technological development of major Brazilian offshore fields in challenging scenarios. These include: deep and ultra deepwater exploratory campaigns, inclined, horizontal and complex trajectory development wells, extended reach wells, long horizontal section wells and drilling through sensitive formations (heavy oil reservoirs, salt zones and fractured carbonates). The relevant scenarios, technical aspects, project development strategies, the history of wellbore hydraulics in the main Petrobras R&D programs, as well as the contribution of Brazilian universities are detailed.","Well construction hydraulics in challenging environments [Hidráulica de construção de poços em cenários críticos]",NULL,True,"2009"
"32444448833","With the prospect of about 200,000 bpd of crude oil productions from offshore fields operated by Petrobras being added to output in 2005, Brazil should be very close to self-sufficiency by the end of the year. Delays to the completion of three large platforms, which have now taken up stations at fields in the Campos Basin, coupled with declining production at several other aging fields at Campos and elsewhere, meant that an average of 50,000 bpd less was produced in 2004 than in 2003. The reduction occurred during a year when, after remaining static for 3 yr, demand increased by 3.5% to average 1.76 million bpd in 2004. as a result, the company had to import 173 million bbl of crude in 2004. The imported products, mainly diesel, naphtha, and LPG, cost about $10 more per barrel in 2004 than they had in 2003. A discussion covers impact of product prices; gas production; political matters; and newbuild vessels.","Latin America: Brazil: Petrobras prospects",NULL,True,"2005"
"85044530973","The Campos basin is a sedimentary basin located in offshore Brazil, between the north coast of Rio de Janeiro State and the south coast of Espírito Santo State, encompassing many oilfields. Most of the reservoirs in the basin are high-permeability sandstones containing low API gravity oil but are without strong water drives. Long horizontal producer wells are the best economic option for field development but require water injection to maintain reservoir pressure. Horizontal sections generally range from 1000 to 2000m, which demands gravel pack as a sand control method. Gravel packing such long wells is a challenge and requires thoughtful engineering to optimize pumping techniques and technology. Presented here are best practices to overcome several challenges faced in this field to achieve overall success. The challenge for extended-reach gravel packing is that the long horizontal section develops high friction during the alpha and beta wave propagation. Increasing the pumping pressure to overcome this friction increases the risk of fracturing the formation, consequently reducing the equivalent circulation rate downhole impairing the proppant transportation. In contrast, a reduced pump rate during alpha wave propagation can lead to a premature screenout due to the increase in dune height of over 85%. To overcome these issues and place gravel packs in these wells, careful engineering and simulation, lightweight proppants, friction reducers, and thorough job planning were used to successfully perform gravel packs in more than 40 horizontal wells completed in the Campos basin from 2011 up to 2017. The experience of pumping the longest gravel pack jobs in offshore Brazil (horizontal length more than 2,000m) offer insights into best practices for gravel packs in extended-reach horizontal wells: Design considerations, specific well challenges faced, technologies deployed, and operational planning requirements. Specifically, highlighting the benefits of using lightweight proppants and optimized fluid systems to minimize screen out risks and maximize pack efficiency. Copyright 2017, Society of Petroleum Engineers.","Sand control technology for extended-reach wells: Best practices from the longest gravel packs performed offshore Brazil","Society of Petroleum Engineers",True,"2017"
"33748460104","Various companies have adopted new production practices in drilling industry. Cengroup Petroleum has signed a contract with the Azeri government to begin the oil-gathering process. A new gas pipeline, called Nabucco pipeline, is being planned to access the reserves at the Caspian basin that produces plenty of oil. It will head north from the path of the new Baku-Ceyhan pipeline. Cabinda Gulf Oil Co. began oil production from Lobito Field, in deepwater Block 14, offshore Angola. Roc Oil Co. began production from CliffHead oil field in the Perth Basin, offshore Western Australia. Chevron Frade Ltd. is also planning to develop Frade field, offshore Brazil, with Petrobras and Frade Japao Petroleo Ltd. The partners have signed construction and installation contracts for the major facilities. The project will cost about $2.4 billion.","What's new in production",NULL,True,"2006"
"85056094176","Petrobras' Barracuda and Caratinga Project consists in an offshore deep-water oil fields production development, located at the Campos Basin, in Rio de Janeiro, Brazil, for which Petrobras is the concessionaire. The fields cover an area of 493 square kilometers at water depths of 600 to 1,100 meters for Barracuda and 850 to 1,350 meters for Caratinga, with reserves of approximately 1,1 billion oil barrels and 12,5 billion cubic meters of gas. The Project is being developed through a major turnkey EPC (Engineering, Procurement and Construction) Contract of over US$ 2.6 billion, signed on July, 2000, with KBR (Kellogg Brown & Root), the Engineering and Construction Company of the Halliburton Group, making Barracuda and Caratinga one of the largest offshore development projects in the upstream segment. The EPC Contract Scope of Work consists of the conversion of two VLCC vessels into Floating Production Storage and Offloading units (the P-43 and P-48 FPSOs) capable of processing 150,000 barrels of oil per day each, drilling and completion of fifty four wells and the development of all associated subsea system. As a result of the magnitude of the Contract, a complex financial structure was designed and a Special Purpose Company (SPC) was created to enable an off-balance and off-budget execution, through the establishment of a Project Finance. Petrobras, as Owner Representative, is responsible for the management and acceptance of the work accomplished through the EPC Contract, as well as, for the future operation of the production facilities, on behalf of the SPC. This paper aims at presenting an overview of the Project, along with the major challenges experienced, the means found to overcome them and the resulting contributions for the offshore energy industry. © 2005, Offshore Technology Conference.","Barracuda and Caratinga development project","Offshore Technology Conference",True,"2005"
"85085778850","This work explains the process of how a bit was designed specifically to address drilling challenges of the reservoir section of the Mero Field offshore Brazil. The performance of this new bit is compared to previous bits used in the field. A systematic process to design and evaluate the performance of a new bit involves interaction with the operator to understand the challenges and gather information, evaluate previous bit performances, use software to simulate the new bit design based on drilling conditions in the field, manufacture the bit according to design specifications, run the bit according to planned parameters, capture and report results, and evaluate results to identify possible improvements. The reservoir section has a high hardness and is primarily composed of calcareous rock and silica intercalations. Since the discovery of the Mero Field, more than 17 wells have been drilled by different companies. In the majority of the wells, the reservoir section was drilled using impregnated bits and turbines. As a result, the application of a systematic process was used to solve operator challenges where a new bit was designed and run in the field to drill the reservoir section of two wells. A comparison was performed between the previous bits used in the field and the new bit concept, certifying that the new bit reduced the reservoir section drilling time by 59%. This work discusses improved drilling efficiency in the reservoir section by drilling with a new bit design in a field where only impregnated bits and turbines were used. This created a new benchmark for drilling performance in the Mero Field. © 2019, Offshore Technology Conference","Setting a new benchmark in ROP and bit durability in the pre-salt section carbonate rocks of the deepwater mero field in Brazil","Offshore Technology Conference",True,"2020"
"85091197319","On the account of the absence of modern analogues, the interpretation of evaporite-bearing basins relies extensively on seismic and well data. Recent studies describe the intrasalt kinematic, geometries and compositions, relating the change of reflection patterns in seismic data to variations in evaporite sequences. However, these interpretations are only qualitative. This study describes a step further in proceeding from qualitative to quantitative interpretation of an evaporite-dominated interval. It integrates geophysical and geological foundations by combining rock physics, seismic inversion and statistical techniques to deliver seismic-driven facies volume of the evaporite sequence in the Santos Basin, offshore Brazil. Synthetic seismogram demonstrate the ambiguities and uncertainties in relating the seismic amplitude to salt types. Rock-physics analysis indicates that acoustic impedance is an effective differentiator of salt types in comparison to seismic amplitude. Therefore, we perform seismic inversion to transform interface property into layer property. The acoustic impedance volume mitigated significantly the risk of seismic interpretation in the salt sequence. The Bayesian classification integrates acoustic impedance and rock-physics analysis to deliver the seismic-driven facies volume, which categorizes bittern salts, halite and anhydrite. This enables the refinement of the seismic-stratigraphic interpretation of intrasalt sequences of the Ariri Formation based on the sedimentary cycles of evaporites. Additionally, we calculate proportion maps to evaluate the spatial variability of salt deposition. We observe an increase in bittern salts and anhydrite proportions from the bottom to the top of the sequence. The comparison between well-based and seismic-based proportions testifies to the quantitative potential of seismic data. The approach provides quantitative analysis of the evaporite sequence and can be applied to other salt-bearing basins. © 2020 Elsevier Ltd","Quantitative seismic-stratigraphic interpretation of the evaporite sequence in the Santos Basin","Elsevier Ltd",True,"2020"
"85104732272","In 2018, Brazil announced the designation of two new Large Scale Marine Protected Areas (LSMPAs), resulting in an increase in protection from 1.5% to 26.36% of the country’s maritime territory. We employ an agenda-setting theory to analyze the Brazilian LSMPAs as a causal case study, unpacking the factors that led to their creation, and providing insights about the process of reaching global targets. Drawing on a detailed literature analysis and interviews with key stakeholders, we argue that reaching an international goal is a political commitment which emerges within a ‘policy window.’ Additionally, we offer seven lessons that can improve the chances of reaching an international goal and shifting the agenda: (1) attract media attention; (2) make a formal commitment; (3) launch a movement or a campaign to attain the goal; (4) make the goals legally binding; (5) propose general international goals; (6) diffuse ideas and (7) form support groups. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Unpacking the process: how agenda-setting theory explains the case of creating large scale marine protected areas in Brazil","Routledge",True,"2021"
"85056110569","Significant volumes of heavy and high viscosity oil have been discovered in the Campos and Santos Basins, offshore Brazil, and its economical production is a challenge for the oil industry. New production technologies are required for the economic development of offshore heavy oil reservoirs. Long horizontal or multilateral wells, produced with high power ESPs, hydraulic pumps or submarine multiphase pumps, could partially compensate the decrease in productivity caused by the high oil viscosity. The flow assurance could be improved with insulated or heated flowlines or, alternatively, with the use of water as the continuous phase. The heavy oil processing in a Floating Production Unit is not straightforward, and new separation technologies, as well as the feasibility of the heavy oil transportation with emulsified water, should be investigated. The existence of light oil reserves in neighboring reservoirs, even in small volumes, would be an important issue for the commercial feasibility of the heavy oil area. The Petrobras experience with offshore heavy oil fields in the Campos Basin shows that some can be economically produced. However, the economic feasibility is controlled by factors such as: reservoir characteristics; water depth; possibility of blend with light oil; oil acidity and contaminants; price scenario; fiscal regime; availability of new production technologies; transportation, refining and marketability of the heavy oil. The recently created Petrobras Heavy Oil Technological Program - PROPES - is in charge of the development, together with universities, service companies and the industry, of new technologies for the offshore heavy oil fields. The main objective of all this work is to set the basis for the economical development of the significant volumes of heavy oil already discovered offshore Brazil. This paper presents the main research and development topics of the Petrobras Heavy Oil Program, as well as the key production technologies for the target fields. Additionally, the results of some well tests and Extended Well Tests (EWT) in heavy oil reservoirs in the Campos Basin are presented and discussed. © 2003, Offshore Technology Conference","Offshore heavy oil in Campos Basin: The Petrobras experience","Offshore Technology Conference",True,"2003"
"84897399429","Petroleum exploration along the West African and South American Equatorial Margin has led to important oil discoveries along both margins. Similar geochemical characteristics of these finds suggest analogous petroleum systems with enormous potential in the conjugate margin sedimentary basins. The Jubilee giant oil discovery offshore Ghana has an estimated recoverable reserve of about 600 million barrels. In the area that was once connected to the equatorial West African margin, but is now separated by the Atlantic Ocean, two discoveries have recently been announced. Tullow Oil announced the Zaedyus discovery offshore French Guinea, with 72m net oil pay in turbidite sandstones. Petrobras and BP announced the Pecem discovery in the northern Brazilian margin, with 140m of net pay in 2,129m water depth in the Ceara Basin. These discoveries appear to have a very similar geologic evolution, source rock facies, and oil types suggesting similar petroleum systems. Additionally, the integration of high resolution geochemical data from oils recovered from boreholes offshore the other basins along the South Atlantic Equatorial Margin has revealed four separate source rock systems: 1- an Aptian/Barremian calcareous black shale associated with a lacustrine brackish to saline anoxic environment; 2- a Late Aptian calcareous shale deposited in transitional environments, as indicated by oils found in the Ceará and Potiguar basins; 3- an Albian/Cenomanian/ Turonian marine shale corresponding to an anoxic event widespread in the West African salt basins, particularly in the deep water settings of the Ghana and Angola continental margins. Similar oils have also been registered in the Foz do Amazonas Pará-Maranhão basins and in five ultra-deep water accumulations discovered recently (2011-2012) in the Sergipe Basin; 4- Paleocene-Eocene shales deposited in deltaic environments in the Niger Delta, the Amazon Cone, and Pará-Maranhão Basin. This work aims to restore these basins to their previous pre-breakup locations and to support new exploration efforts. Despite similarities shown above, simply matching discoveries in the conjugate margin basins, for example the Tano Basin offshore Ghana, with the Ceará Basin in northern Brazil, does not necessarily yield the entire story that may lead to a successful end. There is a great deal of contrasting sedimentary and structural development peculiarities from basin to basin and margin to margin. The application of a high-resolution petroleum system approach can lead to better exploration models for these basins and provide clues on the best strategy for drilling the new prospects that have been identified in the ultradeepwater regions of the South Atlantic Equatorial Margin. Copyright 2013, Offshore Technology Conference.","New deep water frontiers in the South Atlantic equatorial margins","Offshore Technology Conference",True,"2013"
"85077234208","Estuarine ecosystems are increasingly being affected by pollution caused by anthropogenic activities. In this study, Crassostrea gasar oysters were transplanted and maintained for seven days at three sites (S1, S2, and S3) in the Laguna Estuarine System (LES)—situated in southern Brazil—that has been exposed to multiple anthropic stresses. On the basis of the concentrations of metal and organic pollutants in oysters, we identified marked spatial variations in pollutant levels, with S3 showing the highest concentration of Ag, Fe, Ni, Zn, and total polycyclic aromatic hydrocarbons (PAHs), polychlorinated biphenyls (PCBs), and linear alkylbenzenes (LABs), followed by S2 and S1. Along with the concentrations of pollutants, a set of biomarkers was analyzed. Oysters maintained at S3 showed enhanced protective defenses in gills, as observed by the increased levels of superoxide dismutase (SOD-like) and heat shock protein 90 (HSP90-like) transcripts and catalase (CAT) activity, concomitant with reduced lipid peroxidation (MDA) levels. Decreased antioxidant activities together with increased MDA levels are indicative of the digestive gland being more susceptible to pollutant-induced oxidative damage. Oysters transplanted into LES showed lower levels of cytochrome P450 transcripts (CYP356A1-like and CYP2AU1), and decreased glutathione S-transferase (GST) enzyme activity, suggesting lower biotransformation capacity. By integrating information regarding the concentration of metal and organic pollutants with that of molecular as well as biochemical biomarkers, our study provides novel insights into pollutant exposure and the potential biological impacts of such exposure on estuarine organisms in southern Brazil. © 2019 Elsevier B.V.","Short-term spatiotemporal biomarker changes in oysters transplanted to an anthropized estuary in Southern Brazil","Elsevier B.V.",True,"2020"
"84904394721","During the exploratory phase, Petrobras traditionally performs extended well tests (EWT) in deepwater reservoirs. In offshore environments these extended well tests (EWT) are performed by ships that are able to store the produced oil in cargo tanks for subsequent offloading. In pursuit of a more environmentally friendly alternative, PETROBRAS has researched gas to liquid (GTL) technology, which converts natural gas into synthetic crude oil that can be mixed with the produced oil for storage and offloading. Numerical simulations were carried out taking into account a pre-reforming, steam methane reforming and Fischer-Tropsch synthesis section via a steady state refining process simulator called PETROX developed by Petrobras. Two single trains of natural gas feed containing CO2 were considered. CO2 was consumed in the steam methane reactor to form CO as a consequence of equilibrium change in the steam methane and water-gas-shift reactions. Nevertheless, the GTL overall process cannot be considered a CO2 sequestration process yet, since the net CO2 process balance is positive. The results show that there are optimization opportunities to develop pre-reformer catalysts less selective to CO2 production and reformer catalysts capable of increasing the dry reforming reaction extension with no coke formation. In addition, changes in the process can be done to replace natural gas by hydrogen in the reformer combustion to increase the overall carbon efficiency and reduce the CO2 emission. The observed reduction in the overall syncrude production with high CO2 content is acceptable to the EWT scenario. This is an abstract of a paper presented at the 25th World Gas Conference (Kuala Lumpur, Malaysia 6/4-8/2012).","Offshore gas-to-liquids: Modular solution for associated gas with variable CO2 content","International Gas Union",True,"2012"
"85055864923","The Exploration and Production Department of Petrobras asked the R&D Center the development of a production system for 1800 m water depth, in Campos Basin, which would allow the installation of Steel Caterany Risers (SCR) in the starboard side of a production platform. The subsurface buoy concept was chosen as one of the alternatives. This concept has being developed since the preliminary studies conducted in the first phase of JIP Deepstar. This concept has an advantage of uncoupling the movements of the platform from the risers, reducing the loads due to the risers in the platform and allowing the installation of this system before the installation of the production vessel, anticipating the production of the field. This article shows the main characteristics of the buoy, its sizes, results of structural analyses and installation procedures for a buoy which sustains 14 SCR and 5 umbilicals in one side and 14 flexible jumpers and the same 5 umblicals in the opposite side. This concept was tested in two model test tanks, where it was verified that this concept is feasible. Also, information related to a field trial with a prototype installed in Brazilian waters will be presented. © 2005, Society of Petroleum Engineers.","Subsurface buoy configuration for rigid risers in ultradeep water","Society of Petroleum Engineers (SPE)",True,"2005"
"84943289484","The paper details a modeling project to understand the uplift associated with a multicomponent towed streamer acquisition and processing workflow in the Espirito Santo basin offshore Brazil. A complex model was built representing many of the common geological features in the Espirito Santo basin including allochthonous salt bodies, post-salt anticlinal generated fractures, volcanic intrusions, and shallow meandering channels. Synthetic seismic data was generated for a number of geometries, both single and multicomponent, including a very densely sampled control measurement. The synthetic measurements were reconstructed/interpolated to a 12.5-m crossline surface receiver sampling interval. The various datasets were compared both pre- and post-migration. The results suggest that the multicomponent measurement in conjunction with multicomponent reconstruction better samples the complex waveforms. © 2014 SEG.","Finite difference modeling to evaluate the improvements associated with a multicomponent towed streamer measurement in Espirito Santo basin offshore Brazil","Society of Exploration Geophysicists",True,"2014"
"84887507211","Campos Basin, the main production province in Brazil, was discovered in 1974. It is located on the North coast of the Rio de Janeiro State and comprises an area of around 115,000 km2 (28,400 acres), as shown in Figure 1. The producing oil fields are between 70 and 150 km (43 to 93 miles) far from the seashore. It started its production on August 13th, 1977 with 10,000 bopd (barrels of oil per day) from the well 1-EN-01-RJS, which produced to a semi-submersible platform; this well has produced nearly 35 million barrels of oil until February 1998, when it was shutdown for economical reasons. Today, after more than twenty-five years of continuous operation, the overall production system comprises 13 fixed platforms and 24 Floating Systems distributed among 42 oil fields, which account for the production of 1.21 million bopd - which corresponds to more than 80% of Petrobras oil production, plus 18.9 million m3 of gas per day - or 43% of the gas production (as of December 2002). Such an evolution was supported by investments in exploration and production development, in deepwater technology developments and in continuous management improvement. This paper describes the main driving forces to exploit Campos Basin - especially its deep and ultra-deepwaters fields, the technological and production developments performed, the experience accumulated by Petrobras along these 25 years of operations as well as its contribution to the global oil industry. © 2003, Offshore Technology Conference","Campos Basin - 25 years of production and its contribution to the oil industry","Offshore Technology Conference",True,"2003"
"59649088185","Hamworthy has supplied its first onboard LNG regasification plant - the first of four such installations due delivery from the supplier. Hamworthy delivered an onboard vaporizer system to be installed on the 145,000 cu m LNG shuttle regasification vessel (SRV) Suez Neptune. SRV are designed to transport and store LNG, and then vaporize it into natural gas that can be sent ashore by subsea pipeline. Hamworthy is supplying three regasification skids per ship. Each shipset will have a regasification capacity of 210 ton/hr of LNG with a send-out pressure of 115 bar. The firm's second project comprises plant for a 138,000 cu m LNG floating storage and regasification unit, Golar Winter. The vessel will be chartered by Petrobras in an LNG import project located in Guanabara Bay, Brazil, where gas will be sent from the vessel to an onshore gas grid.","News: Equipment: Hamworthy delivers regas first",NULL,True,"2009"
